Fighter_ID,Fighter_Name,Height,Reach,Stance,Weight_Class,Date_of_Birth,Country,Active_Status
323,Bryan Barbarena,6'0'',72'',southpaw,welterweight,"May 3, 1989",USA,No
324,Alex Oliveira,5'11'',76'',orthodox,welterweight,"February 21, 1988",Brazil,No
325,Jared Gooden,6'0'',77'',orthodox,welterweight,"December 5, 1993",USA,No
326,Francisco Trinaldo,5'9'',70'',southpaw,welterweight,"August 24, 1978",Brazil,No
327,Wellington Turman,6'0'',72'',orthodox,welterweight,"July 22, 1996",Brazil,No
328,Bryan Battle,6'1'',77'',orthodox,middleweight,"September 21, 1994",USA,No
329,Cody Brundage,6'0'',72'',orthodox,middleweight,"May 16, 1994",USA,Yes
330,William Knight,5'10'',73'',orthodox,light heavyweight,"April 3, 1988",USA,No
331,Nick Maximov,6'0'',76'',southpaw,middleweight,"December 23, 1997",USA,No
332,Robert Bryczek,6'0'',75'',orthodox,middleweight,"July 4, 1990",Poland,Yes
333,Marcus Buchecha,6'2'',77'',orthodox,heavyweight,"January 8, 1990",Brazil,Yes
334,Martin Buday,6'4'',77'',orthodox,heavyweight,"November 11, 1991",Slovakia,No
335,Joaquin Buckley,5'10'',76'',southpaw,welterweight,"April 27, 1994",USA,Yes
336,Impa Kasanganay,5'11'',75'',orthodox,welterweight,"January 17, 1994",USA,No
337,Alessio Di Chirico,6'0'',74'',orthodox,middleweight,"December 12, 1989",Italy,No
338,Antonio Arroyo,6'3'',73'',orthodox,middleweight,"July 1, 1989",Brazil,No
339,Albert Duraev,5'11'',75'',orthodox,middleweight,"January 5, 1989",Russia,No
340,Andre Fialho,6'0'',74'',orthodox,welterweight,"April 7, 1994",Portugal,No
341,Mayra Bueno Silva,5'6'',66'',orthodox,women's bantamweight,"August 22, 1991",Brazil,Yes
342,Mayana Kellem,5'5'',N/A,orthodox,women's bantamweight,"July 7, 1981",Brazil,No
343,Maryna Moroz,5'7'',67'',orthodox,women's flyweight,"September 8, 1991",Ukraine,No
344,Mara Romero Borella,5'6'',69'',orthodox,women's flyweight,"June 3, 1986",Italy,No
345,Wu Yanan,5'8'',66'',orthodox,women's bantamweight,"April 18, 1996",China,No
346,Stephanie Egger,5'6'',68'',orthodox,women's bantamweight,"August 12, 1988",Switzlerland,No
347,Lina Lansberg,5'7'',65'',orthodox,women's bantamweight,"March 13, 1982",Sweden,No
348,Holly Holm,5'8'',69'',southpaw,women's bantamweight,"October 17, 1981",USA,No
349,Modestas Bukauskus,6'3'',76'',switch,light heavyweight,"February 10, 1994",Lithuania,Yes
350,Andreas Michalidis,6'0'',76'',orthodox,welterweight,"July 18, 1988",Greece,No
351,Tyson Pedro,6'3'',79'',orthodox,light heavyweight,"September 17, 1991",Australia,No
352,Zac Pauga,6'2'',76'',orthodox,light heavyweight,"February 25, 1988",USA,No
353,Felipe Bunes,5'7'',69'',orthodox,flyweight,"October 29, 1989",Brazil,Yes
354,Gilbert Burns,5'10'',71'',orthodox,welterweight,"July 20, 1986",Brazil,Yes
355,Andreas Stahl,5'11'',N/A,orthodox,welterweight,"May 20, 1988",Sweden,No
356,Rashid Magomedov,5'9'',70'',orthodox,lightweight,"November 29, 1984",Russia,No
357,Lukasz Sajewksi,5'8'',71'',orthodox,lightweight,"November 27, 1990",Poland,No
358,Michel Prazeres,5'6'',67'',orthodox,welterweight,"July 25, 1981",Brazil,No
359,Jason Saggo,5'11'',71'',orthodox,lightweight,"November 23, 1985",Canada,No
360,Dan Moret,6'0'',73'',southpaw,lightweight,"November 21, 1986",USA,No
361,Olivier Aubin-Mercier,5'9'',70'',southpaw,lightweight,"February 23, 1989",Canada,No
362,Aleksei Kunchenko,5'8'',70'',orthodox,welterweight,"May 2, 1984",Russia,No
363,Demian Maia,6'1'',72'',southpaw,welterweight,"November 6, 1977",Brazil,No
364,Tyron Woodley,5'9'',74'',orthodox,welterweight,"April 7, 1982",USA,No
365,Jorge Masvidal,5'11'',74'',orthodox,welterweight,"November 12, 1984",Brazil,No
366,Dennis Buzukja,5'9'',70'',switch,featherweight,"October 1, 1997",USA,Yes
367,Kaleio Romero,5'10'',69'',switch,featherweight,"April 19, 1996",USA,No
368,Connor Matthews,5'8'',71'',switch,featherweight,"May 31, 1992",USA,No
369,Alex Caceres,5'10'',73'',southpaw,featherweight,"June 20, 1988",Brazil,Yes
370,Mackens Semerzier,5'9'',72'',orthodox,featherweight,"November 3, 1980",USA,No
371,Jimy Hettes,5'9'',71'',southpaw,featherweight,"June 9, 1987",USA,No
372,Cole Escovedo,5'7'',72'',orthodox,bantamweight,"August 30, 1981",USA,No
373,Edwin Figueroa,5'7'',69'',orthodox,bantamweight,"July 31, 1984",USA,No
374,Damacio Page,5'6'',66'',orthodox,bantamweight,"September 30, 1982",USA,No
375,Motonobu Tezuka,5'7'',N/A,southpaw,bantamweight,"August 29, 1987",Japan,No
376,Kyung Ho Kang,5'9',73'',orthodox,bantamweight,"September 9, 1987",South Korea,No
377,Roland Delorme,5'9'',71'',orthodox,bantamweight,"December 18, 1983",Canada,No
378,Sergio Pettis,5'6'',69'',orthodox,flyweight,"August 18, 1993",USA,No
379,Urijah Faber,5'6'',67'',orthodox,bantamweight,"May 14, 1979",USA,No
380,Masanori Kanehara,5'7'',67'',orthodox,bantamweight,"November 19, 1982",Japan,No
381,Francisco Rivera,5'8'',70'',orthodox,bantamweight,"October 8, 1981",USA,No
382,Masio Fullen,5'10'',70'',orthodox,featherweight,"October 6, 1986",Mexico,No
383,Cole Miller,6'1'',73'',orthodox,featherweight,"April 26, 1984",USA,No
384,Jason Knight,5'10'',71'',orthodox,featherweight,"July 14, 1992",USA,No
385,Rolando Dy,5'8'',69'',orthodox,featherweight,"August 11, 1990",The Philippines,No
386,Wang Guan,5'9'',71'',orthodox,featherweight,"March 14, 1986",China,No
387,Martin Bravo,5'8'',71'',southpaw,featherweight,"September 21, 1983",USA,No
388,Kron Gracie,5'9'',70'',southpaw,featherweight,"July 11, 1988",Brazil,No
389,Steven Peterson,5'10'',70'',orthodox,featherweight,"May 29, 1990",USA,No
390,Austin Springer,5'8'',71'',orthodox,featherweight,"May 1, 1987",USA,No
391,Seung Woo Choi,6'0'',74'',orthodox,featherweight,"November 3, 1992",South Korea,No
392,Daniel Pineda,5'7'',69'',orthodox,featherweight,"August 6, 1985",USA,No
393,Priscila Cachoeira,5'7'',65'',orthodox,women's bantamweight,"August 19, 1988",Brazil,Yes
394,Shana Dobson,5'6'',69'',orthodox,women's flyweight,"March 30, 1989",USA,No
395,Gina Mazany,5'6'',68'',southpaw,women's flyweight,"August 19, 1988",USA,No
396,Ji Yeon Kim,5'7'',72'',orthodox,women's flyweight,"October 18, 1989",South Korea,No
397,Lucas Caldas,5'8'',70'',orthodox,lightweight,"May 22, 1996",Brazil,No
398,Nicolle Caliari,5'3'',62'',orthodox,women's flyweight,"November 4, 1996",Brazil,Yes
399,Corinne Laframboise,5'4'',65'',orthodox,women's flyweight,"May 25, 1989",Canada,No
400,Matheus Camilo,5'10'',69'',orthodox,lightweight,"January 2, 2001",Brazil,Yes
401,Viacheslav Borshchev,5'11'',69'',orthodox,lightweight,"January 8, 1992",Russia,No
402,Charlie Campbell,6'0'',72'',orthodox,lightweight,"July 3, 1995",USA,Yes
403,Alex Reyes,5'11'',73'',orthodox,lightweight,"October 2, 1986",USA,No
404,Kitt Campbell,6'1'',73'',orthodox,welterweight,"June 26, 1994",Australia,Yes
405,Yun Seong Jang,6'0'',72'',orthodox,welterweight,"November 4, 2002",South Korea,No
406,Shogo Sato,5'7'',66'',southpaw,welterweight,"June 8, 1993",Japan,No
407,Kurtis Campbell,5'9'',72'',switch,featherweight,"July 29, 2002",England,Yes
408,Demba Seck,6'1'',74'',orthodox,featherweight,"July 7, 1993",Senegal,No
409,Jared Cannonier,5'11'',77'',switch,middleweight,"March 16, 1984",USA,Yes
410,Shawn Jordan,6'0'',75'',southpaw,heavyweight,"October 21, 1984",USA,No
411,Cyril Asker,6'0'',74'',orthodox,heavyweight,"December 24, 1985",France,No
412,Nick Roehrick,6'2'',N/A,orthodox,light heavyweight,"July 6, 1987",USA,No
413,David Branch,6'1'',78'',orthodox,middleweight,"September 26, 1981",USA,No
414,Ariane Carnelossi,5'2'',61'',orthodox,women's strawweight,"November 17, 1992",Brazil,Yes
415,Istela Nunes,5'4'',66'',orthodox,women's strawweight,"July 23, 1992",Brazil,No
416,Luana Carolina,5'6'',69'',orthodox,women's bantamweight,"June 11, 1993",Brazil,Yes
417,Mabelly Lima,5'2'',N/A,orthodox,women's bantamweight,"January 25, 1994",Brazil,No
418,Poliana Botelho,5'8'',67'',orthodox,women's flyweight,"December 15, 1988",Brazil,No
